Artikelnummer;Bezeichnung;Model;Size;ModellSize;URL
150481C07001500720;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-127.html
150481C07001700;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-128.html
150481C07001710;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-481-elektra-bell-42-cm-6-valves-1.html
150481C07001720;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-130.html
150481C07001930;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-481-elektra-150481c07001930.html
150481C07021;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-129.html
150481C07021500;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-481-elektra-size-bell-42-cm-6-valves-1.html
150481C11001;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-132.html
150481C11001500;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-136.html
150481C11001700;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-134.html
150481C11001710;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-481-elektra-5-4-size-6-valves-1.html
150481C11021;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-131.html
150481C11021P10;F-Tuba;Modell 481 Elektra;5/4;Modell 481 Elektra Size (5/4);https://www.miraphone.de/f-tuba-135.html
15P481B07001;Python Tuba;Modell Python;5/4;Modell Python Size (5/4);https://www.miraphone.de/python-tuba.html
160283A07000;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-3.html
160283A07020;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba.html
160283A11000;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-2.html
160283B07000;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-5.html
160283B07000500;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-8.html
160283B07020;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-4.html
160283B07020500;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-7.html
160283B11000;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-10.html
160283B11000200;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-6.html
160283B11020;Es-Tuba;Modell 283 Norwegian Star;5/4;Modell 283 Norwegian Star Size (5/4);https://www.miraphone.de/es-tuba-9.html
160383B07000200;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/eb-tuba-starlight-383-4-4-size-schall-38-cm-5-valves-1-6.html
160383B07000200700;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/es-tuba-17.html
160383B07000204;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/eb-tuba-starlight-383-4-4-size-schall-38-cm-5-valves-1-5.html
160383B07020200;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/eb-tuba-starlight-383-4-4-size-schall-38-cm-5-valves-1-4.html
160383B07020204;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/eb-tuba-starlight-383-4-4-size-schall-38-cm-5-valves-1-3.html
160383B11000200;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/eb-tuba-starlight-383-4-4-size-schall-38-cm-5-valves-1-2.html
160383B11000204;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/es-tuba-16.html
160383B11020200;Es-Tuba;Modell 383 Starlight;4/4;Modell 383 Starlight Size (4/4);https://www.miraphone.de/eb-tuba-starlight-383-4-4-size-schall-38-cm-5-valves-1.html
170084A07000;B-Tuba;Modell 84;1/2;Modell 84 Size (1/2);https://www.miraphone.de/bbb-tuba-84.html
170084A07000500;B-Tuba;Modell 84;1/2;Modell 84 Size (1/2);https://www.miraphone.de/b-tuba-modell-84.html
170086007000;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-83.html
170086011000;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-3-valves-1.html
170086A07000;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-4-valves-1-5.html
170086A07000500;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-80.html
170086A07000700;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-17.html
170086A07000710;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-16.html
170086A07000720;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-5.html
170086A07020;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-4-valves-1-4.html
170086A07020500;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-4-valves-1-3.html
170086A11000;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-4-valves-1-2.html
170086A11000500;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-4-valves-1.html
170086A11000710;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-15.html
170086A11000720;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/b-tuba-86-4-4-size-bell-45-cm-4-valves-1.html
170086B07000;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-75.html
170086B07000500;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-5-valves-1-2.html
170086B07000720;B-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/bbb-tuba-86-4-4-size-bell-45-cm-5-valves-1.html
170087A07000;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-87-4-4-wide-size-bell-45-cm-4-valves-1-4.html
170087A07000500;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-87-4-4-wide-size-bell-45-cm-4-valves-1-3.html
170087A07000700;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-10.html
170087A11000;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-87-4-4-wide-size-bell-45-cm-4-valves-1-2.html
170087A11000500;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-87-4-4-wide-size-bell-45-cm-4-valves-1.html
170087A11000710;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-9.html
170087B11000;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-69.html
170087B11000500;B-Tuba;Modell 87;4/4 weit;Modell 87 Size (4/4 weit);https://www.miraphone.de/bbb-tuba-87b-4-4-wide-size-bell-45-cm-5-valves-1.html
170091A07000;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-67.html
170091A07000500;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-4-valves-1-5.html
170091A07020;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-4-valves-1-4.html
170091A07020500;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-4-valves-1-3.html
170091A11000;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-4-valves-1-2.html
170091A11000500;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-4-valves-1.html
170091B07000;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-5-valves-1-6.html
170091B07000500;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-5-valves-1-5.html
170091B07000700;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-14.html
170091B07020;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-5-valves-1-4.html
170091B07020500;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-5-valves-1-3.html
170091B11000;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-5-valves-1-2.html
170091B11000500;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-91-compact-style-5-4-size-bell-47-cm-5-valves-1.html
170091B11000700;B-Tuba;Modell 91;5/4 kompakt;Modell 91 Size (5/4 kompakt);https://www.miraphone.de/bbb-tuba-13.html
170098B07000;B-Tuba;Modell 98 Siegfried;6/4;Modell 98 Siegfried Size (6/4);https://www.miraphone.de/bbb-tuba-98-siegfried-6-4-size-bell-50-cm-5-valves-1.html
170098B07020;B-Tuba;Modell 98 Siegfried;6/4;Modell 98 Siegfried Size (6/4);https://www.miraphone.de/bbb-tuba-54.html
170282A07000;B-Tuba;Modell 282;3/4;Modell 282 Size (3/4);https://www.miraphone.de/bbb-tuba-282-3-4-size-bell-42-cm-4-valves-1-3.html
170282A07000500;B-Tuba;Modell 282;3/4;Modell 282 Size (3/4);https://www.miraphone.de/bbb-tuba-52.html
170282A07020;B-Tuba;Modell 282;3/4;Modell 282 Size (3/4);https://www.miraphone.de/bbb-tuba-282-3-4-size-bell-42-cm-4-valves-1-2.html
170282A11000;B-Tuba;Modell 282;3/4;Modell 282 Size (3/4);https://www.miraphone.de/bbb-tuba-282-3-4-size-bell-42-cm-4-valves-1.html
170282A11000500;B-Tuba;Modell 282;3/4;Modell 282 Size (3/4);https://www.miraphone.de/bbb-tuba-91.html
170282B07000;B-Tuba;Modell 282;3/4;Modell 282 Size (3/4);https://www.miraphone.de/bbb-tuba-49.html
170289A07000;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-4-valves-1-7.html
170289A07000500;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-4-valves-1-6.html
170289A07000700;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-12.html
170289A07000720;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-4.html
170289A07020;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-4-valves-1-5.html
170289A11000;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-4-valves-1-4.html
170289A11000500;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-4-valves-1-3.html
170289A11020;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-4-valves-1-2.html
170289A11020500;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-4-valves-1.html
170289B07000;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-41.html
170289B07000500;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-170289b07000500.html
170289B07020;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-5-valves-1-5.html
170289B11000;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-5-valves-1-4.html
170289B11000500;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-5-valves-1-3.html
170289B11020;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-5-valves-1-2.html
170289B11020500;B-Tuba;Modell 289;5/4;Modell 289 Size (5/4);https://www.miraphone.de/bbb-tuba-289-5-4-size-bell-47-cm-5-valves-1.html
170494A07000;B Tuba;Modell 494 Hagen;3/4;Modell 494 Hagen Size (3/4);https://www.miraphone.de/bbb-tuba-494-yellow-brass.html
170494A07000930;B Tuba;Modell 494 Hagen;3/4;Modell 494 Hagen Size (3/4);https://www.miraphone.de/b-tuba-494-170494a07000930.html
170494A07020;B-Tuba;Modell 494 Hagen;3/4;Modell 494 Hagen Size (3/4);https://www.miraphone.de/bbb-tuba-497.html
170494A11000;B-Tuba;Modell 494 Hagen;3/4;Modell 494 Hagen Size (3/4);https://www.miraphone.de/bbb-tuba-495.html
170494B07000;B Tuba;Modell 494 Hagen;3/4;Modell 494 Hagen Size (3/4);https://www.miraphone.de/bbb-tuba-494-5-valves.html
170495A07000;B-Tuba;Modell 495 Hagen;4/4 weit;Modell 495 Hagen Size (4/4 weit);https://www.miraphone.de/b-tuba-5.html
170495A07000700;B-Tuba;Modell 495 Hagen;4/4 weit;Modell 495 Hagen Size (4/4 weit);https://www.miraphone.de/b-tuba-3.html
170495A07000720;B-Tuba;Modell 495 Hagen;4/4 weit;Modell 495 Hagen Size (4/4 weit);https://www.miraphone.de/bbb-tuba-hagen-495-4-4-size-bell-45-cm-4-valves-1.html
170495A07000930;B-Tuba;Modell 495 Hagen;4/4 weit;Modell 495 Hagen Size (4/4 weit);https://www.miraphone.de/bbb-tuba-hagen-495-170495a07000930.html
170495A11000;B-Tuba;Modell 495 Hagen;4/4 weit;Modell 495 Hagen Size (4/4 weit);https://www.miraphone.de/b-tuba-2.html
170496A07000;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-11.html
170496A07000700;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-10.html
170496A07000720;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-8.html
170496A07000930;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-hagen-496-170496a07000930.html
170496A07020;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-6.html
170496A11000;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-7.html
170496B07000;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-12.html
170496B07000710;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/bbb-tuba-88.html
170496B07020;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/bb-tuba-hagen-496-5-4-size-bell-45-cm-5-valves-1.html
170496B11000;B-Tuba;Modell 496 Hagen;5/4;Modell 496 Hagen Size (5/4);https://www.miraphone.de/b-tuba-9.html
170497A07000;B-Tuba;Modell 497 Hagen;6/4;Modell 497 Hagen Size (6/4);https://www.miraphone.de/b-tuba-14.html
170497A07020;B-Tuba;Modell 497 Hagen;6/4;Modell 497 Hagen Size (6/4);https://www.miraphone.de/b-tuba-13.html
170497B07000;B-Tuba;Modell 497 Hagen;6/4;Modell 497 Hagen Size (6/4);https://www.miraphone.de/bb-tuba-hagen-497-6-4-size-bell-48-cm-4-valves-1.html
170497B07020;B-Tuba;Modell 497 Hagen;6/4;Modell 497 Hagen Size (6/4);https://www.miraphone.de/bb-tuba-hagen-497-170497b07020.html
180084A07000;C-Tuba;Modell 84;1/2;Modell 84 Size (1/2);https://www.miraphone.de/cc-tuba-42.html
180084A07000500;C-Tuba;Modell 84;1/2;Modell 84 Size (1/2);https://www.miraphone.de/cc-tuba-84-bell-38-cm-4-valves-1.html
180084B07000;C-Tuba;Modell 84;1/2;Modell 84 Size (1/2);https://www.miraphone.de/cc-tuba-40.html
180084B07000500;C-Tuba;Modell 84;1/2;Modell 84 Size (1/2);https://www.miraphone.de/cc-tuba-84-bell-38-cm-5-valves-1.html
180085B07000;C-Tuba;Modell 85;3/4;Modell 85 Size (3/4);https://www.miraphone.de/cc-tuba-38.html
180085B07000500;C-Tuba;Modell 85;3/4;Modell 85 Size (3/4);https://www.miraphone.de/cc-tuba-85-bell-40-cm-5-valves-1.html
180086A07000;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-36.html
180086A07000500;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-4-valves-1-3.html
180086A11000;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-4-valves-1-2.html
180086A11000500;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-4-valves-1.html
180086B07000;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-6.html
180086B07000500;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-5.html
180086B07000500700;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-43.html
180086B07000720;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-4.html
180086B07020;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-4.html
180086B07020500;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-3.html
180086B11000;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-2.html
180086B11000500;C-Tuba;Modell 86;4/4;Modell 86 Size (4/4);https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1.html
180088007000;C-Tuba;Modell 88;4/4 weit;Modell 88 Size (4/4 weit);https://www.miraphone.de/cc-tuba-26.html
180088007000501;C-Tuba;Modell 88;4/4 wide;Modell 88 Size (4/4 wide);https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1.html
180088007020;C-Tuba;Modell 88;4/4 weit;Modell 88 Size (4/4 weit);https://www.miraphone.de/cc-tuba-3.html
180088007020501;C-Tuba;Modell 88;4/4 weit;Modell 88 Size (4/4 weit);https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1-4.html
180088007030501;C-Tuba;Modell 88;4/4 weit;Modell 88 Size (4/4 weit);https://www.miraphone.de/cc-tuba-25.html
180088011000;C-Tuba;Modell 88;4/4 weit;Modell 88 Size (4/4 weit);https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1-3.html
180088011000501;C-Tuba;Modell 88;4/4 weit;Modell 88 Size (4/4 weit);https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1-2.html
180291B07000;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner Size (5/4 kompakt);https://www.miraphone.de/c-tuba-2.html
180291B07000720;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner Size (5/4 kompakt);https://www.miraphone.de/c-tuba.html
180291B07020;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner Size (5/4 kompakt);https://www.miraphone.de/c-tuba-3.html
180291B11000;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner Size (5/4 kompakt);https://www.miraphone.de/c-tuba-4.html
191300313000;B-Sousaphone;Modell 1300;;Modell 1300;https://www.miraphone.de/bbb-sousaphone-3.html
191300315000;B-Sousaphone;Modell 1300;;Modell 1300;https://www.miraphone.de/bbb-sousaphone-2.html
191300413000;B-Sousaphone;Modell 1300;;Modell 1300;https://www.miraphone.de/bbb-sousaphone-1.html
191300415000;B-Sousaphone;Modell 1300;;Modell 1300;https://www.miraphone.de/bbb-sousaphone.html
191300415000700;B-Sousaphone;Modell 1300;;Modell 1300;https://www.miraphone.de/bb-sousaphone.html
200072P12000;B-Fürst Plesshorn ;Modell 72P;;Modell 72P;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-4.html
200072P16000;B-Fürst Plesshorn ;Modell 72P;;Modell 72P;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-3.html
200072P16000200;B-Fürst Plesshorn ;Modell 72P;;Modell 72P;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-2.html
200074P07000;B-Fürst Plesshorn ;Modell 74P;;Modell 74P;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-1.html
200074P11000;B-Fürst Plesshorn ;Modell 74P;;Modell 74P;https://www.miraphone.de/bb-fuerst-pless-hunting-horn.html
200077P13000;Es/B-Parforce Horn;Modell 77P;;Modell 77P;https://www.miraphone.de/eb-bb-parforce-horn-2.html
200077P16000;Es/B-Parforce Horn;Modell 77P;;Modell 77P;https://www.miraphone.de/eb-bb-parforce-horn-1.html
200077P16000300;Es/B-Parforce Horn;Modell 77P;;Modell 77P;https://www.miraphone.de/es-b-parforce-horn-135.html
200233012030;Bügel-Horn;Modell 233;;Modell 233;https://www.miraphone.de/bb-buegle-horn.html
26M300013000;B-Perinettrompete;Modell M3000;;Modell M3000;https://www.miraphone.de/bb-trumpet-piston-valves-9.html
26M300013020;B-Perinettrompete;Modell M3000;;Modell M3000;https://www.miraphone.de/bb-trumpet-piston-valves-8.html
26M300016000;B-Perinettrompete;Modell M3000;;Modell M3000;https://www.miraphone.de/bb-trumpet-piston-valves-7.html
26M300016010;B-Perinettrompete;Modell M3000;;Modell M3000;https://www.miraphone.de/bb-trumpet-m3000-piston-valves-1.html
26M300016020;B-Perinettrompete;Modell M3000;;Modell M3000;https://www.miraphone.de/bb-trumpet-piston-valves-4.html
26M305013000;B-Perinettrompete;Modell M3050;;Modell M3050;https://www.miraphone.de/b-perinettrompete.html
26M305013020;B-Perinettrompete;Modell M3050;;Modell M3050;https://www.miraphone.de/bb-trumpet-piston-valves-1.html
26M305016000;B-Perinettrompete;Modell M3050;;Modell M3050;https://www.miraphone.de/bb-trumpet-piston-valves.html
331281513000;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-14.html
331281513000100;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-86.html
331281513000100720;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-84.html
331281513000700;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-85.html
331281513000720;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-10.html
331281515000;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-13.html
331281515000100;F Tuba 1281 Petruschka 5/4 Size 5 valves;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-1281-petruschka-5331281513000101.html
331281515000100710;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-1281-petruschka-5-4-size-5-valves-1.html
331281515000100720;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-141.html
331281515000720;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka Size (5/4);https://www.miraphone.de/f-tuba-8.html
341254013000;B-Euphonium;Modell 1254;;Modell 1254;https://www.miraphone.de/bb-euphonium-22.html
341254015000;B-Euphonium;Modell 1254;;Modell 1254;https://www.miraphone.de/b-euphonium-121.html
341255L13000;B-Euphonium;Modell 1255L;;Modell 1255L;https://www.miraphone.de/b-euphonium-120.html
341255L15000;B-Euphonium;Modell 1255L;;Modell 1255L;https://www.miraphone.de/b-euphonium-119.html
341258A13000;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A;https://www.miraphone.de/b-euphonium-kompensiert-2.html
341258A13000700;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A;https://www.miraphone.de/b-euphonium-kompensiert-117.html
341258A15000;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A;https://www.miraphone.de/b-euphonium-kompensiert-116.html
341258A15000700;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A;https://www.miraphone.de/b-euphonium-kompensiert-115.html
34M500013000;B-Euphonium, kompensiert, ergonomisch;Modell M5000;;Modell M5000;https://www.miraphone.de/b-euphonium-kompensiert-ergonomisch-3.html
